SKU,Description,Property,Product,Territory,Channel,Sales Type,Units,Price,Return Units,Royalty %,Royalty Pay,MONTH,YEAR,Gross Sales,Returns,Net Units,Net Sales,Royalty Payable
SKU176,Coffee Mug,Color-Blue,Office Supplies,Canada,Retail,Direct,139,10.41,2,0.0625,Paid,5,2024,1446.99,20.82,137,1426.17,89.14
SKU177,Backpack,Type-Lined,Accessories,USA,Online,Direct,69,12.31,1,0.0859,Not Applicable,7,2024,849.39,12.31,68,837.08,71.91
SKU178,Headphones,Wireless,Stationery,USA,Retail,Subscription,139,69.64,5,0.0316,Paid,9,2023,9679.96,348.2,134,9331.76,294.88
SKU179,Pen Set,Type-Lined,Office Supplies,Europe,Online,Reseller,6,47.44,4,0.0178,Pending,10,2025,284.64,189.76,2,94.88,1.69
SKU180,Notebook,Size-9,Electronics,Europe,Wholesale,Reseller,185,84.6,4,0.0619,Processing,8,2024,15651.0,338.4,181,15312.6,947.85
SKU181,T-Shirt,Color-Blue,Home Goods,Australia,Retail,Direct,186,31.43,3,0.0903,Not Applicable,4,2024,5845.98,94.29,183,5751.69,519.38
SKU182,Tablet Case,Fit-10 inch,Footwear,Europe,Wholesale,Reseller,121,31.6,0,0.0422,Not Applicable,2,2025,3823.6,0.0,121,3823.6,161.36
SKU183,Coffee Mug,Size-Medium,Home Goods,Australia,Online,Direct,75,93.72,1,0.0633,Processing,12,2024,7029.0,93.72,74,6935.28,439.0
SKU184,Sneakers,Size-Large,Office Supplies,Europe,Online,Subscription,29,57.74,3,0.0254,Not Applicable,1,2024,1674.46,173.22,26,1501.24,38.13
SKU185,Backpack,Color-Black,Home Goods,USA,Retail,Subscription,32,71.59,2,0.0934,Pending,1,2024,2290.88,143.18,30,2147.7,200.6
SKU186,Pen Set,Wireless,Stationery,Australia,Distributor,Direct,116,11.45,7,0.0223,Not Applicable,12,2025,1328.2,80.15,109,1248.05,27.83
SKU187,T-Shirt,Size-Medium,Office Supplies,Australia,Distributor,Reseller,152,48.19,7,0.021,Paid,3,2023,7324.88,337.33,145,6987.55,146.74
SKU188,Notebook,Size-Large,Office Supplies,Asia,Wholesale,Direct,142,26.87,4,0.0632,Paid,2,2024,3815.54,107.48,138,3708.06,234.35
SKU189,T-Shirt,Size-Large,Apparel,Canada,Retail,Subscription,125,39.29,8,0.0694,Pending,2,2024,4911.25,314.32,117,4596.93,319.03
SKU190,Water Bottle,Fit-10 inch,Stationery,Europe,Distributor,Subscription,66,99.24,3,0.0764,Not Applicable,9,2024,6549.84,297.72,63,6252.12,477.66
SKU191,Notebook,Color-Black,Electronics,Australia,Retail,Reseller,91,36.5,2,0.0758,Not Applicable,2,2025,3321.5,73.0,89,3248.5,246.24
SKU192,Pen Set,Style-Modern,Office Supplies,USA,Wholesale,Direct,117,74.22,3,0.0865,Paid,12,2023,8683.74,222.66,114,8461.08,731.88
SKU193,Tablet Case,Style-Modern,Office Supplies,Europe,Wholesale,Reseller,13,69.59,2,0.0239,Paid,1,2024,904.67,139.18,11,765.49,18.3
SKU194,Sneakers,Size-Large,Furniture,Australia,Wholesale,Subscription,197,31.54,2,0.0779,Not Applicable,4,2025,6213.38,63.08,195,6150.3,479.11
SKU195,Sneakers,Size-Large,Footwear,Australia,Distributor,Direct,56,35.06,2,0.0906,Pending,3,2023,1963.36,70.12,54,1893.24,171.53
SKU196,Backpack,Style-Modern,Footwear,Europe,Wholesale,Subscription,83,12.55,7,0.0246,Pending,12,2024,1041.65,87.85,76,953.8,23.46
SKU197,T-Shirt,Type-Lined,Electronics,Asia,Distributor,Reseller,120,12.06,8,0.0823,Not Applicable,5,2025,1447.2,96.48,112,1350.72,111.16
SKU198,Sneakers,Fit-10 inch,Footwear,Asia,Wholesale,Reseller,194,57.02,1,0.0203,Pending,10,2023,11061.88,57.02,193,11004.86,223.4
SKU199,Headphones,Color-Black,Home Goods,USA,Distributor,Direct,12,66.81,6,0.0365,Pending,6,2025,801.72,400.86,6,400.86,14.63
SKU200,Coffee Mug,Size-Medium,Accessories,Europe,Retail,Reseller,153,82.65,1,0.0347,Paid,6,2023,12645.45,82.65,152,12562.8,435.93
SKU201,Backpack,Material-Steel,Stationery,Australia,Distributor,Subscription,190,58.22,8,0.0266,Not Applicable,3,2024,11061.8,465.76,182,10596.04,281.85
SKU202,Water Bottle,Fit-10 inch,Furniture,Australia,Online,Reseller,160,30.04,5,0.0735,Not Applicable,8,2023,4806.4,150.2,155,4656.2,342.23
SKU203,Coffee Mug,Size-9,Accessories,Asia,Distributor,Subscription,21,47.64,6,0.0746,Paid,2,2023,1000.44,285.84,15,714.6,53.31
SKU204,Water Bottle,Size-Medium,Stationery,USA,Wholesale,Reseller,153,43.08,6,0.0297,Paid,2,2023,6591.24,258.48,147,6332.76,188.08
SKU205,Pen Set,Type-Lined,Home Goods,Australia,Retail,Reseller,44,35.54,6,0.0848,Processing,8,2023,1563.76,213.24,38,1350.52,114.52
SKU206,Tablet Case,Wireless,Stationery,Canada,Distributor,Subscription,60,7.85,2,0.0319,Not Applicable,11,2025,471.0,15.7,58,455.3,14.52
SKU207,Backpack,Type-Lined,Accessories,USA,Retail,Subscription,52,95.18,1,0.039,Processing,4,2024,4949.36,95.18,51,4854.18,189.31
SKU208,Backpack,Style-Modern,Office Supplies,Canada,Online,Subscription,117,47.95,6,0.0953,Pending,4,2025,5610.15,287.7,111,5322.45,507.23
SKU209,Desk Lamp,Size-Large,Apparel,Europe,Online,Subscription,16,38.84,4,0.0569,Processing,2,2025,621.44,155.36,12,466.08,26.52
SKU210,Headphones,Size-9,Electronics,Canada,Distributor,Subscription,179,84.23,1,0.0308,Paid,9,2023,15077.17,84.23,178,14992.94,461.78
SKU211,Desk Lamp,Size-Large,Home Goods,Canada,Wholesale,Reseller,140,14.23,8,0.053,Pending,11,2023,1992.2,113.84,132,1878.36,99.55
SKU212,Backpack,Size-9,Accessories,Asia,Wholesale,Subscription,28,62.33,4,0.0249,Paid,7,2024,1745.24,249.32,24,1495.92,37.25
SKU213,Notebook,Style-Modern,Footwear,Asia,Online,Reseller,104,86.73,1,0.0995,Pending,10,2023,9019.92,86.73,103,8933.19,888.85
SKU214,Water Bottle,Size-Medium,Home Goods,USA,Distributor,Direct,69,11.23,7,0.0687,Paid,7,2024,774.87,78.61,62,696.26,47.83
SKU215,Tablet Case,Color-Blue,Accessories,USA,Online,Direct,147,76.31,0,0.0186,Processing,10,2023,11217.57,0.0,147,11217.57,208.65
SKU216,Sneakers,Material-Steel,Footwear,Europe,Online,Direct,78,15.18,0,0.0221,Processing,8,2025,1184.04,0.0,78,1184.04,26.17
SKU217,Desk Lamp,Color-Black,Accessories,Asia,Distributor,Subscription,29,95.83,6,0.0706,Pending,4,2025,2779.07,574.98,23,2204.09,155.61
SKU218,T-Shirt,Size-Medium,Apparel,USA,Online,Subscription,125,87.43,3,0.0848,Processing,11,2024,10928.75,262.29,122,10666.46,904.52
SKU219,Tablet Case,Style-Modern,Electronics,Europe,Distributor,Reseller,27,91.88,4,0.0181,Paid,4,2023,2480.76,367.52,23,2113.24,38.25
SKU220,Notebook,Fit-10 inch,Office Supplies,Asia,Distributor,Subscription,104,39.67,4,0.0549,Paid,11,2023,4125.68,158.68,100,3967.0,217.79
SKU221,Coffee Mug,Size-Medium,Footwear,Canada,Wholesale,Subscription,127,85.04,9,0.092,Paid,7,2023,10800.08,765.36,118,10034.72,923.19
SKU222,Coffee Mug,Size-Medium,Office Supplies,Canada,Wholesale,Direct,79,89.8,8,0.0889,Not Applicable,1,2024,7094.2,718.4,71,6375.8,566.81
SKU223,Pen Set,Fit-10 inch,Furniture,USA,Distributor,Reseller,113,85.72,3,0.0794,Not Applicable,2,2024,9686.36,257.16,110,9429.2,748.68
SKU224,Notebook,Size-9,Footwear,Australia,Online,Reseller,35,64.5,4,0.0665,Not Applicable,9,2023,2257.5,258.0,31,1999.5,132.97
SKU225,Tablet Case,Wireless,Stationery,Australia,Retail,Direct,132,14.4,5,0.0753,Not Applicable,7,2025,1900.8,72.0,127,1828.8,137.71
SKU226,Tablet Case,Color-Blue,Apparel,Canada,Online,Direct,99,89.36,2,0.0264,Paid,5,2024,8846.64,178.72,97,8667.92,228.83
SKU227,Desk Lamp,Color-Blue,Electronics,Canada,Wholesale,Direct,76,63.57,1,0.0388,Paid,7,2024,4831.32,63.57,75,4767.75,184.99
SKU228,Sneakers,Size-Large,Footwear,USA,Retail,Direct,37,67.5,2,0.0451,Not Applicable,8,2023,2497.5,135.0,35,2362.5,106.55
SKU229,Tablet Case,Fit-10 inch,Home Goods,Asia,Online,Direct,65,84.07,8,0.0712,Not Applicable,12,2023,5464.55,672.56,57,4791.99,341.19
SKU230,Notebook,Material-Steel,Office Supplies,Asia,Online,Reseller,43,51.33,4,0.0104,Pending,2,2023,2207.19,205.32,39,2001.87,20.82
SKU231,Sneakers,Material-Steel,Home Goods,Canada,Distributor,Reseller,124,85.65,3,0.0527,Not Applicable,6,2023,10620.6,256.95,121,10363.65,546.16
SKU232,Pen Set,Size-9,Apparel,Europe,Retail,Reseller,156,91.98,3,0.09,Processing,4,2025,14348.88,275.94,153,14072.94,1266.56
SKU233,Desk Lamp,Color-Blue,Furniture,USA,Distributor,Direct,168,20.17,9,0.0762,Paid,7,2025,3388.56,181.53,159,3207.03,244.38
SKU234,T-Shirt,Wireless,Stationery,Asia,Online,Reseller,124,55.55,9,0.0822,Paid,7,2023,6888.2,499.95,115,6388.25,525.11
SKU235,Desk Lamp,Wireless,Apparel,Asia,Wholesale,Reseller,146,29.22,8,0.019,Processing,5,2024,4266.12,233.76,138,4032.36,76.61
SKU236,Pen Set,Fit-10 inch,Accessories,Europe,Retail,Direct,104,17.23,3,0.0971,Pending,8,2024,1791.92,51.69,101,1740.23,168.98
SKU237,Backpack,Size-Large,Footwear,Europe,Online,Subscription,63,37.73,0,0.076,Pending,5,2025,2376.99,0.0,63,2376.99,180.65
SKU238,Water Bottle,Color-Black,Furniture,USA,Wholesale,Reseller,104,7.42,8,0.0193,Pending,9,2025,771.68,59.36,96,712.32,13.75
SKU239,Backpack,Style-Modern,Stationery,Australia,Retail,Reseller,86,16.33,3,0.0563,Processing,12,2025,1404.38,48.99,83,1355.39,76.31
SKU240,T-Shirt,Color-Black,Apparel,Canada,Distributor,Subscription,74,89.14,8,0.0547,Not Applicable,3,2023,6596.36,713.12,66,5883.24,321.81
SKU241,Coffee Mug,Wireless,Accessories,Canada,Wholesale,Subscription,45,36.16,7,0.0893,Pending,6,2024,1627.2,253.12,38,1374.08,122.71
SKU242,Water Bottle,Type-Lined,Stationery,Australia,Wholesale,Subscription,49,29.5,0,0.0465,Pending,10,2024,1445.5,0.0,49,1445.5,67.22
SKU243,Tablet Case,Color-Blue,Electronics,Australia,Online,Subscription,17,33.81,9,0.0619,Paid,9,2024,574.77,304.29,8,270.48,16.74
SKU244,Headphones,Type-Lined,Home Goods,USA,Wholesale,Reseller,181,40.98,5,0.0379,Pending,12,2024,7417.38,204.9,176,7212.48,273.35
SKU245,Backpack,Size-9,Home Goods,Asia,Wholesale,Reseller,107,54.39,5,0.0806,Not Applicable,7,2024,5819.73,271.95,102,5547.78,447.15
SKU246,Notebook,Size-9,Footwear,Europe,Wholesale,Direct,4,52.93,2,0.0776,Paid,2,2025,211.72,105.86,2,105.86,8.21
SKU247,Water Bottle,Wireless,Footwear,USA,Retail,Direct,56,82.46,5,0.0722,Pending,3,2024,4617.76,412.3,51,4205.46,303.63
SKU248,Pen Set,Size-Large,Furniture,Canada,Retail,Direct,184,45.55,0,0.0232,Not Applicable,8,2024,8381.2,0.0,184,8381.2,194.44
SKU249,Backpack,Material-Steel,Accessories,Asia,Wholesale,Direct,109,72.96,4,0.0694,Processing,3,2025,7952.64,291.84,105,7660.8,531.66
SKU250,Coffee Mug,Type-Lined,Apparel,Europe,Wholesale,Subscription,192,97.46,2,0.0394,Processing,12,2024,18712.32,194.92,190,18517.4,729.59
SKU251,Backpack,Size-Large,Apparel,USA,Distributor,Subscription,40,68.02,0,0.0329,Paid,11,2024,2720.8,0.0,40,2720.8,89.51
SKU252,Notebook,Fit-10 inch,Footwear,Asia,Distributor,Subscription,117,83.49,1,0.0742,Pending,10,2025,9768.33,83.49,116,9684.84,718.62
SKU253,Coffee Mug,Wireless,Electronics,Australia,Retail,Subscription,15,12.87,6,0.055,Processing,10,2023,193.05,77.22,9,115.83,6.37
SKU254,Notebook,Type-Lined,Home Goods,Asia,Distributor,Direct,199,82.58,3,0.0479,Processing,8,2023,16433.42,247.74,196,16185.68,775.29
SKU255,Notebook,Material-Steel,Office Supplies,Europe,Wholesale,Subscription,170,42.96,5,0.077,Not Applicable,12,2025,7303.2,214.8,165,7088.4,545.81
SKU256,T-Shirt,Wireless,Footwear,Australia,Online,Direct,63,76.67,9,0.0218,Not Applicable,12,2024,4830.21,690.03,54,4140.18,90.26
SKU257,Desk Lamp,Color-Black,Stationery,Canada,Wholesale,Subscription,6,59.38,4,0.0838,Pending,6,2023,356.28,237.52,2,118.76,9.95
SKU258,Pen Set,Fit-10 inch,Accessories,Canada,Wholesale,Direct,6,49.28,8,0.063,Paid,6,2024,295.68,394.24,-2,-98.56,-6.21
SKU259,Tablet Case,Size-Large,Home Goods,Australia,Distributor,Reseller,41,8.61,5,0.071,Pending,2,2024,353.01,43.05,36,309.96,22.01
SKU260,Coffee Mug,Size-Large,Footwear,Australia,Retail,Reseller,41,10.96,6,0.0236,Pending,7,2024,449.36,65.76,35,383.6,9.05
SKU261,Backpack,Type-Lined,Footwear,USA,Wholesale,Reseller,101,87.42,5,0.0789,Processing,12,2025,8829.42,437.1,96,8392.32,662.15
SKU262,Coffee Mug,Material-Steel,Accessories,Europe,Distributor,Direct,79,57.01,5,0.015,Not Applicable,11,2025,4503.79,285.05,74,4218.74,63.28
SKU263,Tablet Case,Wireless,Footwear,USA,Online,Direct,187,71.52,2,0.0303,Not Applicable,11,2024,13374.24,143.04,185,13231.2,400.91
SKU264,Headphones,Size-Medium,Electronics,Europe,Distributor,Direct,104,80.15,5,0.0519,Not Applicable,12,2025,8335.6,400.75,99,7934.85,411.82
SKU265,Coffee Mug,Material-Steel,Accessories,Australia,Distributor,Direct,9,85.44,6,0.0125,Processing,3,2025,768.96,512.64,3,256.32,3.2
SKU266,Water Bottle,Size-Medium,Apparel,Australia,Wholesale,Direct,60,51.12,7,0.0429,Not Applicable,1,2024,3067.2,357.84,53,2709.36,116.23
SKU267,Pen Set,Type-Lined,Stationery,Australia,Online,Reseller,14,33.84,4,0.0211,Not Applicable,1,2025,473.76,135.36,10,338.4,7.14
SKU268,Sneakers,Fit-10 inch,Footwear,Australia,Distributor,Reseller,183,80.75,3,0.0486,Pending,3,2025,14777.25,242.25,180,14535.0,706.4
SKU269,Coffee Mug,Style-Modern,Electronics,Australia,Retail,Direct,36,26.4,1,0.0216,Pending,7,2025,950.4,26.4,35,924.0,19.96
SKU270,Desk Lamp,Wireless,Stationery,Australia,Distributor,Reseller,170,32.08,8,0.0404,Pending,5,2024,5453.6,256.64,162,5196.96,209.96
SKU271,Backpack,Size-9,Electronics,Canada,Distributor,Reseller,104,27.9,5,0.0774,Pending,9,2024,2901.6,139.5,99,2762.1,213.79
SKU272,Sneakers,Wireless,Home Goods,Asia,Online,Direct,77,11.37,2,0.0779,Processing,6,2024,875.49,22.74,75,852.75,66.43
SKU273,Backpack,Color-Blue,Stationery,Asia,Distributor,Reseller,193,79.56,0,0.0126,Processing,4,2025,15355.08,0.0,193,15355.08,193.47
SKU274,T-Shirt,Size-Large,Electronics,Canada,Distributor,Direct,196,73.47,1,0.0339,Paid,1,2023,14400.12,73.47,195,14326.65,485.67
SKU275,Tablet Case,Type-Lined,Apparel,Canada,Retail,Subscription,156,42.49,2,0.0229,Paid,12,2025,6628.44,84.98,154,6543.46,149.85
SKU276,Sneakers,Fit-10 inch,Stationery,Canada,Wholesale,Reseller,14,85.7,3,0.083,Paid,1,2025,1199.8,257.1,11,942.7,78.24
SKU277,Backpack,Size-Large,Apparel,Asia,Retail,Reseller,4,34.8,6,0.0792,Paid,12,2025,139.2,208.8,-2,-69.6,-5.51
SKU278,Tablet Case,Material-Steel,Home Goods,Canada,Wholesale,Reseller,173,77.76,1,0.0455,Pending,2,2025,13452.48,77.76,172,13374.72,608.55
SKU279,Notebook,Size-Large,Home Goods,Canada,Distributor,Direct,29,85.07,3,0.0763,Processing,1,2024,2467.03,255.21,26,2211.82,168.76
SKU280,Headphones,Fit-10 inch,Electronics,Asia,Wholesale,Subscription,183,76.8,4,0.0618,Not Applicable,8,2024,14054.4,307.2,179,13747.2,849.58
SKU281,Desk Lamp,Color-Black,Apparel,Canada,Online,Reseller,171,89.69,0,0.0399,Paid,6,2023,15336.99,0.0,171,15336.99,611.95
SKU282,Tablet Case,Color-Blue,Apparel,Canada,Online,Subscription,83,53.19,5,0.0198,Pending,5,2024,4414.77,265.95,78,4148.82,82.15
SKU283,Backpack,Size-9,Office Supplies,Asia,Distributor,Subscription,127,61.23,6,0.0672,Paid,7,2025,7776.21,367.38,121,7408.83,497.87
SKU284,T-Shirt,Size-Large,Home Goods,Europe,Online,Subscription,108,34.21,9,0.0663,Pending,6,2023,3694.68,307.89,99,3386.79,224.54
SKU285,Notebook,Size-Medium,Footwear,Australia,Retail,Direct,199,84.01,9,0.0884,Paid,7,2023,16717.99,756.09,190,15961.9,1411.03
SKU286,Pen Set,Wireless,Footwear,Australia,Wholesale,Reseller,41,94.29,7,0.059,Processing,1,2025,3865.89,660.03,34,3205.86,189.15
SKU287,Coffee Mug,Size-Large,Electronics,Europe,Online,Direct,58,82.37,4,0.0589,Pending,9,2023,4777.46,329.48,54,4447.98,261.99
SKU288,Tablet Case,Type-Lined,Home Goods,Europe,Retail,Reseller,190,8.6,7,0.0764,Pending,3,2023,1634.0,60.2,183,1573.8,120.24
SKU289,Desk Lamp,Style-Modern,Office Supplies,Canada,Online,Direct,49,28.69,2,0.0644,Pending,7,2025,1405.81,57.38,47,1348.43,86.84
SKU290,Coffee Mug,Color-Black,Furniture,Asia,Online,Reseller,34,85.37,1,0.0989,Not Applicable,8,2025,2902.58,85.37,33,2817.21,278.62
SKU291,Coffee Mug,Size-Medium,Footwear,Asia,Wholesale,Reseller,37,85.81,5,0.0336,Processing,2,2025,3174.97,429.05,32,2745.92,92.26
SKU292,Water Bottle,Fit-10 inch,Furniture,USA,Retail,Subscription,72,7.09,5,0.0488,Paid,4,2024,510.48,35.45,67,475.03,23.18
SKU293,T-Shirt,Style-Modern,Accessories,Europe,Distributor,Reseller,13,31.31,9,0.05,Not Applicable,8,2023,407.03,281.79,4,125.24,6.26
SKU294,Sneakers,Material-Steel,Office Supplies,Europe,Distributor,Reseller,22,80.65,6,0.0161,Processing,8,2024,1774.3,483.9,16,1290.4,20.78
SKU295,Desk Lamp,Color-Black,Office Supplies,Canada,Distributor,Subscription,7,21.31,7,0.011,Paid,1,2024,149.17,149.17,0,0.0,0.0
SKU296,Coffee Mug,Size-9,Electronics,Asia,Distributor,Direct,158,43.45,0,0.0534,Paid,8,2025,6865.1,0.0,158,6865.1,366.6
SKU297,T-Shirt,Style-Modern,Accessories,Australia,Retail,Subscription,133,18.12,2,0.0884,Pending,12,2024,2409.96,36.24,131,2373.72,209.84
SKU298,Notebook,Fit-10 inch,Footwear,Australia,Retail,Direct,24,83.65,7,0.0168,Not Applicable,5,2025,2007.6,585.55,17,1422.05,23.89
SKU299,Sneakers,Style-Modern,Accessories,Asia,Wholesale,Reseller,27,16.01,8,0.0274,Processing,5,2025,432.27,128.08,19,304.19,8.33
SKU300,Notebook,Material-Steel,Office Supplies,Europe,Distributor,Direct,92,99.73,9,0.0154,Processing,4,2023,9175.16,897.57,83,8277.59,127.47
SKU301,Desk Lamp,Size-9,Apparel,Australia,Wholesale,Direct,136,44.52,4,0.0876,Pending,3,2023,6054.72,178.08,132,5876.64,514.79
SKU302,Desk Lamp,Material-Steel,Apparel,Australia,Retail,Direct,26,6.86,0,0.0302,Processing,8,2023,178.36,0.0,26,178.36,5.39
SKU303,Notebook,Size-Medium,Office Supplies,Australia,Wholesale,Reseller,71,11.42,1,0.0606,Not Applicable,7,2024,810.82,11.42,70,799.4,48.44
SKU304,Water Bottle,Style-Modern,Accessories,USA,Online,Reseller,138,90.53,7,0.0509,Not Applicable,4,2024,12493.14,633.71,131,11859.43,603.64
SKU305,Pen Set,Size-9,Furniture,Asia,Distributor,Reseller,116,33.42,5,0.0764,Not Applicable,1,2023,3876.72,167.1,111,3709.62,283.41
SKU306,Coffee Mug,Fit-10 inch,Stationery,Canada,Wholesale,Direct,145,44.96,7,0.0173,Pending,3,2025,6519.2,314.72,138,6204.48,107.34
SKU307,Desk Lamp,Color-Black,Electronics,Australia,Distributor,Direct,102,68.18,6,0.0838,Pending,6,2024,6954.36,409.08,96,6545.28,548.49
SKU308,T-Shirt,Size-Medium,Home Goods,Canada,Wholesale,Reseller,113,36.48,3,0.0865,Processing,8,2024,4122.24,109.44,110,4012.8,347.11
SKU309,Headphones,Color-Black,Home Goods,Asia,Wholesale,Direct,21,20.99,6,0.068,Paid,10,2023,440.79,125.94,15,314.85,21.41
SKU310,Water Bottle,Material-Steel,Footwear,Asia,Online,Subscription,54,64.76,8,0.0517,Not Applicable,2,2024,3497.04,518.08,46,2978.96,154.01
SKU311,Tablet Case,Color-Blue,Apparel,USA,Retail,Direct,158,78.08,2,0.0703,Paid,9,2024,12336.64,156.16,156,12180.48,856.29
SKU312,Tablet Case,Size-9,Stationery,Australia,Online,Subscription,107,36.09,0,0.0996,Paid,1,2025,3861.63,0.0,107,3861.63,384.62
SKU313,Coffee Mug,Size-9,Stationery,Europe,Online,Subscription,150,48.31,2,0.0905,Not Applicable,6,2024,7246.5,96.62,148,7149.88,647.06
SKU314,Water Bottle,Size-Medium,Office Supplies,Europe,Online,Subscription,36,34.54,5,0.0703,Processing,7,2023,1243.44,172.7,31,1070.74,75.27
SKU315,Headphones,Color-Blue,Footwear,Australia,Retail,Direct,67,58.08,0,0.0894,Processing,3,2023,3891.36,0.0,67,3891.36,347.89
SKU316,T-Shirt,Fit-10 inch,Furniture,Asia,Wholesale,Reseller,8,63.66,6,0.0949,Processing,1,2025,509.28,381.96,2,127.32,12.08
SKU317,Desk Lamp,Type-Lined,Furniture,Australia,Wholesale,Subscription,2,38.22,2,0.0347,Paid,6,2024,76.44,76.44,0,0.0,0.0
SKU318,Backpack,Size-9,Apparel,USA,Retail,Direct,90,11.56,5,0.0754,Processing,12,2023,1040.4,57.8,85,982.6,74.09
SKU319,Pen Set,Type-Lined,Apparel,Asia,Online,Subscription,58,5.98,5,0.0272,Processing,7,2025,346.84,29.9,53,316.94,8.62
SKU320,Coffee Mug,Fit-10 inch,Office Supplies,Asia,Retail,Subscription,131,18.51,7,0.0383,Pending,1,2023,2424.81,129.57,124,2295.24,87.91
SKU321,Sneakers,Wireless,Electronics,Australia,Wholesale,Reseller,49,79.02,9,0.0832,Processing,2,2025,3871.98,711.18,40,3160.8,262.98
SKU322,Water Bottle,Wireless,Office Supplies,Canada,Distributor,Subscription,138,87.04,0,0.0438,Processing,1,2024,12011.52,0.0,138,12011.52,526.1
SKU323,Backpack,Material-Steel,Accessories,Europe,Retail,Direct,57,92.47,4,0.0455,Processing,10,2023,5270.79,369.88,53,4900.91,222.99
SKU324,Backpack,Color-Black,Accessories,Canada,Wholesale,Reseller,76,72.51,2,0.0907,Processing,8,2023,5510.76,145.02,74,5365.74,486.67
SKU325,Pen Set,Style-Modern,Home Goods,Asia,Online,Reseller,106,23.14,0,0.0732,Not Applicable,1,2023,2452.84,0.0,106,2452.84,179.55
SKU326,Sneakers,Wireless,Home Goods,Australia,Distributor,Direct,179,81.13,4,0.0738,Paid,6,2023,14522.27,324.52,175,14197.75,1047.79
SKU327,Notebook,Size-9,Apparel,Asia,Retail,Direct,63,60.15,5,0.0448,Paid,6,2024,3789.45,300.75,58,3488.7,156.29
SKU328,Coffee Mug,Size-Large,Accessories,Europe,Retail,Reseller,23,43.62,4,0.0563,Paid,6,2024,1003.26,174.48,19,828.78,46.66
SKU329,Coffee Mug,Wireless,Stationery,Canada,Wholesale,Direct,21,91.67,2,0.0677,Processing,5,2025,1925.07,183.34,19,1741.73,117.92
SKU330,Coffee Mug,Color-Black,Accessories,Asia,Retail,Direct,195,74.24,2,0.0224,Paid,5,2024,14476.8,148.48,193,14328.32,320.95
SKU331,T-Shirt,Fit-10 inch,Electronics,USA,Wholesale,Reseller,2,9.97,4,0.0468,Pending,9,2025,19.94,39.88,-2,-19.94,-0.93
SKU332,Water Bottle,Style-Modern,Footwear,Australia,Distributor,Direct,169,87.96,6,0.0671,Pending,12,2024,14865.24,527.76,163,14337.48,962.04
SKU333,Sneakers,Material-Steel,Apparel,Europe,Online,Reseller,40,97.97,6,0.0148,Not Applicable,1,2024,3918.8,587.82,34,3330.98,49.3
SKU334,Backpack,Material-Steel,Accessories,Australia,Online,Subscription,191,45.69,4,0.0497,Processing,9,2025,8726.79,182.76,187,8544.03,424.64
SKU335,Sneakers,Size-Large,Home Goods,USA,Online,Reseller,63,6.6,2,0.02,Not Applicable,9,2023,415.8,13.2,61,402.6,8.05
SKU336,Coffee Mug,Size-9,Apparel,Europe,Distributor,Subscription,196,23.82,5,0.0804,Processing,1,2023,4668.72,119.1,191,4549.62,365.79
SKU337,Pen Set,Size-Large,Accessories,Canada,Online,Reseller,80,39.1,4,0.0211,Not Applicable,4,2024,3128.0,156.4,76,2971.6,62.7
SKU338,Backpack,Size-9,Accessories,Australia,Distributor,Subscription,129,62.66,2,0.0529,Not Applicable,5,2023,8083.14,125.32,127,7957.82,420.97
SKU339,Coffee Mug,Style-Modern,Apparel,Canada,Distributor,Reseller,72,28.28,3,0.0715,Paid,5,2024,2036.16,84.84,69,1951.32,139.52
SKU340,Sneakers,Style-Modern,Electronics,USA,Online,Reseller,184,93.3,2,0.0113,Not Applicable,7,2024,17167.2,186.6,182,16980.6,191.88
SKU341,Sneakers,Material-Steel,Furniture,Canada,Distributor,Direct,199,19.53,2,0.0617,Processing,8,2025,3886.47,39.06,197,3847.41,237.39
